Title,Author,URL,Body
"Security-Based Swap Data Repository Registration, Duties, and Core Principles",N/A,https://sec.gov/rules/2015/02/security-based-swap-data-repository-registration-duties-and-core-principles#34-69491,"Pursuant to Section 763(i) of Title VII (""Title VII') of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting new rules under the Securities Exchange Act of 1934 (""Exchange Act') governing the security-based swap data repository (""SDR') registration process, duties, and core principles. The Commission is also adopting a new registration form. Additionally, the Commission is amending several of its existing rules and regulations in order to accommodate SDRs. First, the Commission is amending Regulation S-T and Exchange Act Rule 24b-2 to clarify that all filings by SDRs, including any confidential portion, and their requests for confidential treatment must be filed electronically. Second, the Commission is amending Regulation S-T by, among other things, adding a new rule that specifically applies to the electronic filing of SDRs' financial reports."
"Capital, Margin, and Segregation Requirements for Security-Based Swap Dealers and Major Security-Based Swap Participants and Capital and Segregation Requirements for Broker-Dealers",N/A,https://sec.gov/rules/2019/06/capital-margin-and-segregation-requirements-security-based-swap-dealers-and-major#34-68071,"In accordance with the Dodd-Frank Wall Street Reform and Consumer Protection Act (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission'), pursuant to the Securities Exchange Act of 1934 (""Exchange Act'), is adopting capital and margin requirements for security-based swap dealers (""SBSDs') and major security-based swap participants (""MSBSPs'), segregation requirements for SBSDs, and notification requirements with respect to segregation for SBSDs and MSBSPs. The Commission also is increasing the minimum net capital requirements for broker-dealers authorized to use internal models to compute net capital (""ANC broker-dealers'), and prescribing certain capital and segregation requirements for broker-dealers that are not SBSDs to the extent they engage in security-based swap and swap activity. The Commission also is making substituted compliance available with respect to capital and margin requirements under Section 15F of the Exchange Act and the rules thereunder and adopting a rule that specifies when a foreign SBSD or foreign MSBSP need not comply with the segregation requirements of Section 3E of the Exchange Act and the rules thereunder."
"Security-Based Swap Data Repository Registration, Duties, and Core Principles",N/A,https://sec.gov/rules/2015/02/security-based-swap-data-repository-registration-duties-and-core-principles#34-69491,"Pursuant to Section 763(i) of Title VII (""Title VII') of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting new rules under the Securities Exchange Act of 1934 (""Exchange Act') governing the security-based swap data repository (""SDR') registration process, duties, and core principles. The Commission is also adopting a new registration form. Additionally, the Commission is amending several of its existing rules and regulations in order to accommodate SDRs. First, the Commission is amending Regulation S-T and Exchange Act Rule 24b-2 to clarify that all filings by SDRs, including any confidential portion, and their requests for confidential treatment must be filed electronically. Second, the Commission is amending Regulation S-T by, among other things, adding a new rule that specifically applies to the electronic filing of SDRs' financial reports."
Identity Theft Red Flags Rules,N/A,https://sec.gov/rules/2013/04/identity-theft-red-flags-rules#34-69359,"The Commodity Futures Trading Commission (""CFTC') and the Securities and Exchange Commission (""SEC') (together, the ""Commissions') are jointly issuing final rules and guidelines to require certain regulated entities to establish programs to address risks of identity theft. These rules and guidelines implement provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act, which amended the Fair Credit Reporting Act and directed the Commissions to adopt rules requiring entities that are subject to the Commissions' respective enforcement authorities to address identity theft. First, the rules require financial institutions and creditors to develop and implement a written identity theft prevention program designed to detect, prevent, and mitigate identity theft in connection with certain existing accounts or the opening of new accounts. The rules include guidelines to assist entities in the formulation and maintenance of programs that would satisfy the requirements of the rules. Second, the rules establish special requirements for any credit and debit card issuers that are subject to the Commissions' respective enforcement authorities, to assess the validity of notifications of changes of address under certain circumstances."
Identity Theft Red Flags Rules,N/A,https://sec.gov/rules/2013/04/identity-theft-red-flags-rules#IC-29969,"The Commodity Futures Trading Commission (""CFTC') and the Securities and Exchange Commission (""SEC') (together, the ""Commissions') are jointly issuing final rules and guidelines to require certain regulated entities to establish programs to address risks of identity theft. These rules and guidelines implement provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act, which amended the Fair Credit Reporting Act and directed the Commissions to adopt rules requiring entities that are subject to the Commissions' respective enforcement authorities to address identity theft. First, the rules require financial institutions and creditors to develop and implement a written identity theft prevention program designed to detect, prevent, and mitigate identity theft in connection with certain existing accounts or the opening of new accounts. The rules include guidelines to assist entities in the formulation and maintenance of programs that would satisfy the requirements of the rules. Second, the rules establish special requirements for any credit and debit card issuers that are subject to the Commissions' respective enforcement authorities, to assess the validity of notifications of changes of address under certain circumstances."
Amendment to Rule Filing Requirements for Dually-Registered Clearing Agencies,N/A,https://sec.gov/rules/2013/04/amendment-rule-filing-requirements-dually-registered-clearing-agencies#34-69284,"The Securities and Exchange Commission (""SEC' or ""Commission') is affirming recent amendments to Rule 19b-4 under the Securities Exchange Act of 1934 (""Exchange Act') in connection with filings of proposed rule changes by certain registered clearing agencies and is expanding on those amendments in response to comments received (collectively, ""Final Rule'). The Commission also is making corresponding technical modifications to the General Instructions for Form 19b-4 under the Exchange Act. The amendments to Rule 19b-4 and the instructions to Form 19b-4 are intended to streamline the rule filing process in areas involving certain activities concerning non-security products that may be subject to duplicative or inconsistent regulation as a result of, in part, certain provisions under Section 763(b) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act')."
Amendment to Rule Filing Requirements for Dually-Registered Clearing Agencies,N/A,https://sec.gov/rules/2013/04/amendment-rule-filing-requirements-dually-registered-clearing-agencies#34-64832,"The Securities and Exchange Commission (""SEC' or ""Commission') is affirming recent amendments to Rule 19b-4 under the Securities Exchange Act of 1934 (""Exchange Act') in connection with filings of proposed rule changes by certain registered clearing agencies and is expanding on those amendments in response to comments received (collectively, ""Final Rule'). The Commission also is making corresponding technical modifications to the General Instructions for Form 19b-4 under the Exchange Act. The amendments to Rule 19b-4 and the instructions to Form 19b-4 are intended to streamline the rule filing process in areas involving certain activities concerning non-security products that may be subject to duplicative or inconsistent regulation as a result of, in part, certain provisions under Section 763(b) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act')."
Lost Securityholders and Unresponsive Payees,N/A,https://sec.gov/rules/2013/01/lost-securityholders-and-unresponsive-payees#34-68668,"The Securities and Exchange Commission (""Commission') is adopting amendments to Rule 17Ad-17 to implement the requirements of Section 929W of the Dodd-Frank Wall Street Reform and Consumer Protection Act (""Dodd-Frank Act'). That Section added to Section 17A of the Securities Exchange Act of 1934 (""Exchange Act') subsection (g), ""Due Diligence for the Delivery of Dividends, Interest, and Other Valuable Property Rights,' which directs the Commission to revise Exchange Act Rule 17Ad-17, ""Transfer Agents' Obligation to Search for Lost Securityholders' to: extend the requirements of Rule 17Ad-17 to search for lost securityholders from only recordkeeping transfer agents to brokers and dealers as well; add a requirement that ""paying agents' notify ""unresponsive payees' that a paying agent has sent a securityholder a check that has not yet been negotiated; and add certain other provisions. The Commission also is adopting a proposed conforming amendment to Rule 17Ad-7(i) and new Rule 15b1-6, a technical rule to help ensure that brokers and dealers have notice of their new obligations with respect to lost securityholders and unresponsive payees."
Lost Securityholders and Unresponsive Payees,N/A,https://sec.gov/rules/2013/01/lost-securityholders-and-unresponsive-payees#34-64099,"The Securities and Exchange Commission (""Commission') is adopting amendments to Rule 17Ad-17 to implement the requirements of Section 929W of the Dodd-Frank Wall Street Reform and Consumer Protection Act (""Dodd-Frank Act'). That Section added to Section 17A of the Securities Exchange Act of 1934 (""Exchange Act') subsection (g), ""Due Diligence for the Delivery of Dividends, Interest, and Other Valuable Property Rights,' which directs the Commission to revise Exchange Act Rule 17Ad-17, ""Transfer Agents' Obligation to Search for Lost Securityholders' to: extend the requirements of Rule 17Ad-17 to search for lost securityholders from only recordkeeping transfer agents to brokers and dealers as well; add a requirement that ""paying agents' notify ""unresponsive payees' that a paying agent has sent a securityholder a check that has not yet been negotiated; and add certain other provisions. The Commission also is adopting a proposed conforming amendment to Rule 17Ad-7(i) and new Rule 15b1-6, a technical rule to help ensure that brokers and dealers have notice of their new obligations with respect to lost securityholders and unresponsive payees."
Adoption of Updated EDGAR Filer Manual,N/A,https://sec.gov/rules/2013/01/adoption-updated-edgar-filer-manual#33-9382,"The Securities and Exchange Commission (the Commission) is adopting revisions to the Electronic Data Gathering, Analysis, and Retrieval System (EDGAR) Filer Manual and related rules to reflect updates to the EDGAR system. The revisions are being made primarily to introduce the new EDGARLink Online submission type IRANNOTICE; and support PDF as an official filing format for submission types 497AD, 40-17G, 40-17G/A, 40-17GCS, 40-17GCS/A, 40-24B2, and 40-24B2/A. The EDGAR system is scheduled to be upgraded to support this functionality on January 14, 2013."
Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations,N/A,https://sec.gov/rules/2012/12/process-submissions-review-security-based-swaps-mandatory-clearing-and-notice-filing#34-68357,"In accordance with Section 763(a) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting rules under the Securities Exchange Act of 1934 (""Exchange Act') to specify the process for a registered clearing agency's submission for review of any security-based swap, or any group, category, type or class of security-based swaps, that the clearing agency plans to accept for clearing, the manner of notice the clearing agency must provide to its members of such submission and the procedure by which the Commission may stay the requirement that a security-based swap is subject to mandatory clearing while the clearing of the security-based swap is reviewed. The Commission also is adopting a rule to specify that when a security-based swap is required to be cleared, the submission of the security-based swap for clearing must be for central clearing to a clearing agency that functions as a central counterparty. In addition, the Commission is adopting rules to define and describe when notices of proposed changes to rules, procedures or operations are required to be filed by designated financial market utilities in accordance with Section 806(e) of Title VIII of the Dodd-Frank Act and to set forth the process for filing such notices with the Commission. Finally, the Commission is adopting rules to make conforming changes as required by the amendments to Section 19(b) of the Exchange Act contained in Section 916 of the Dodd-Frank Act."
Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations,N/A,https://sec.gov/rules/2012/12/process-submissions-review-security-based-swaps-mandatory-clearing-and-notice-filing#34-67286,"In accordance with Section 763(a) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting rules under the Securities Exchange Act of 1934 (""Exchange Act') to specify the process for a registered clearing agency's submission for review of any security-based swap, or any group, category, type or class of security-based swaps, that the clearing agency plans to accept for clearing, the manner of notice the clearing agency must provide to its members of such submission and the procedure by which the Commission may stay the requirement that a security-based swap is subject to mandatory clearing while the clearing of the security-based swap is reviewed. The Commission also is adopting a rule to specify that when a security-based swap is required to be cleared, the submission of the security-based swap for clearing must be for central clearing to a clearing agency that functions as a central counterparty. In addition, the Commission is adopting rules to define and describe when notices of proposed changes to rules, procedures or operations are required to be filed by designated financial market utilities in accordance with Section 806(e) of Title VIII of the Dodd-Frank Act and to set forth the process for filing such notices with the Commission. Finally, the Commission is adopting rules to make conforming changes as required by the amendments to Section 19(b) of the Exchange Act contained in Section 916 of the Dodd-Frank Act."
Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations,N/A,https://sec.gov/rules/2012/12/process-submissions-review-security-based-swaps-mandatory-clearing-and-notice-filing#34-63557,"In accordance with Section 763(a) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting rules under the Securities Exchange Act of 1934 (""Exchange Act') to specify the process for a registered clearing agency's submission for review of any security-based swap, or any group, category, type or class of security-based swaps, that the clearing agency plans to accept for clearing, the manner of notice the clearing agency must provide to its members of such submission and the procedure by which the Commission may stay the requirement that a security-based swap is subject to mandatory clearing while the clearing of the security-based swap is reviewed. The Commission also is adopting a rule to specify that when a security-based swap is required to be cleared, the submission of the security-based swap for clearing must be for central clearing to a clearing agency that functions as a central counterparty. In addition, the Commission is adopting rules to define and describe when notices of proposed changes to rules, procedures or operations are required to be filed by designated financial market utilities in accordance with Section 806(e) of Title VIII of the Dodd-Frank Act and to set forth the process for filing such notices with the Commission. Finally, the Commission is adopting rules to make conforming changes as required by the amendments to Section 19(b) of the Exchange Act contained in Section 916 of the Dodd-Frank Act."
Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations,N/A,https://sec.gov/rules/2012/12/process-submissions-review-security-based-swaps-mandatory-clearing-and-notice-filing#34-67286,"In accordance with Section 763(a) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting rules under the Securities Exchange Act of 1934 (""Exchange Act') to specify the process for a registered clearing agency's submission for review of any security-based swap, or any group, category, type or class of security-based swaps, that the clearing agency plans to accept for clearing, the manner of notice the clearing agency must provide to its members of such submission and the procedure by which the Commission may stay the requirement that a security-based swap is subject to mandatory clearing while the clearing of the security-based swap is reviewed. The Commission also is adopting a rule to specify that when a security-based swap is required to be cleared, the submission of the security-based swap for clearing must be for central clearing to a clearing agency that functions as a central counterparty. In addition, the Commission is adopting rules to define and describe when notices of proposed changes to rules, procedures or operations are required to be filed by designated financial market utilities in accordance with Section 806(e) of Title VIII of the Dodd-Frank Act and to set forth the process for filing such notices with the Commission. Finally, the Commission is adopting rules to make conforming changes as required by the amendments to Section 19(b) of the Exchange Act contained in Section 916 of the Dodd-Frank Act."
Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations,N/A,https://sec.gov/rules/2012/12/process-submissions-review-security-based-swaps-mandatory-clearing-and-notice-filing#34-68357,"In accordance with Section 763(a) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting rules under the Securities Exchange Act of 1934 (""Exchange Act') to specify the process for a registered clearing agency's submission for review of any security-based swap, or any group, category, type or class of security-based swaps, that the clearing agency plans to accept for clearing, the manner of notice the clearing agency must provide to its members of such submission and the procedure by which the Commission may stay the requirement that a security-based swap is subject to mandatory clearing while the clearing of the security-based swap is reviewed. The Commission also is adopting a rule to specify that when a security-based swap is required to be cleared, the submission of the security-based swap for clearing must be for central clearing to a clearing agency that functions as a central counterparty. In addition, the Commission is adopting rules to define and describe when notices of proposed changes to rules, procedures or operations are required to be filed by designated financial market utilities in accordance with Section 806(e) of Title VIII of the Dodd-Frank Act and to set forth the process for filing such notices with the Commission. Finally, the Commission is adopting rules to make conforming changes as required by the amendments to Section 19(b) of the Exchange Act contained in Section 916 of the Dodd-Frank Act."
Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations,N/A,https://sec.gov/rules/2012/12/process-submissions-review-security-based-swaps-mandatory-clearing-and-notice-filing#34-63557,"In accordance with Section 763(a) of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act'), the Securities and Exchange Commission (""Commission') is adopting rules under the Securities Exchange Act of 1934 (""Exchange Act') to specify the process for a registered clearing agency's submission for review of any security-based swap, or any group, category, type or class of security-based swaps, that the clearing agency plans to accept for clearing, the manner of notice the clearing agency must provide to its members of such submission and the procedure by which the Commission may stay the requirement that a security-based swap is subject to mandatory clearing while the clearing of the security-based swap is reviewed. The Commission also is adopting a rule to specify that when a security-based swap is required to be cleared, the submission of the security-based swap for clearing must be for central clearing to a clearing agency that functions as a central counterparty. In addition, the Commission is adopting rules to define and describe when notices of proposed changes to rules, procedures or operations are required to be filed by designated financial market utilities in accordance with Section 806(e) of Title VIII of the Dodd-Frank Act and to set forth the process for filing such notices with the Commission. Finally, the Commission is adopting rules to make conforming changes as required by the amendments to Section 19(b) of the Exchange Act contained in Section 916 of the Dodd-Frank Act."
Purchase of Certain Debt Securities by Business and Industrial Development Companies Relying on an Investment Company Act Exemption,N/A,https://sec.gov/rules/2012/11/purchase-certain-debt-securities-business-and-industrial-development-companies#IC-30268,"The Securities and Exchange Commission (""Commission') is adopting a new rule under the Investment Company Act of 1940 (""Investment Company Act') to establish a standard of credit- worthiness in place of a statutory reference to credit ratings that the Dodd-Frank Wall Street Reform and Consumer Protection Act (""Dodd-Frank Act') removes. The rule will establish the standard of credit quality that must be met by certain debt securities purchased by entities relying on the Investment Company Act exemption for business and industrial development companies."
Purchase of Certain Debt Securities by Business and Industrial Development Companies Relying on an Investment Company Act Exemption,N/A,https://sec.gov/rules/2012/11/purchase-certain-debt-securities-business-and-industrial-development-companies#33-9193,"The Securities and Exchange Commission (""Commission') is adopting a new rule under the Investment Company Act of 1940 (""Investment Company Act') to establish a standard of credit- worthiness in place of a statutory reference to credit ratings that the Dodd-Frank Wall Street Reform and Consumer Protection Act (""Dodd-Frank Act') removes. The rule will establish the standard of credit quality that must be met by certain debt securities purchased by entities relying on the Investment Company Act exemption for business and industrial development companies."
Adoption of Updated EDGAR Filer Manual,N/A,https://sec.gov/rules/2012/10/adoption-updated-edgar-filer-manual#33-9364,"The Securities and Exchange Commission (the Commission) is adopting revisions to the Electronic Data Gathering, Analysis, and Retrieval System (EDGAR) Filer Manual and related rules to reflect updates to the EDGAR system. The revisions are being made primarily to support public dissemination of previously submitted draft registration statements either under the JOBS Act or the Division of Corporation Finance's foreign private issuer policy; support PDF as an official filing format for submission type 40-33 and 40-33/A; support changes in the beneficiary account and receiver American Bank Association number and name for fee payments made for filings; and allow a future period date up to the next business date for Form 8-K. The EDGAR system is scheduled to be upgraded to support this functionality on October 1, 2012."
Temporary Registration of Municipal Advisors,N/A,https://sec.gov/rules/2012/09/temporary-registration-municipal-advisors#34-67901,"The Commission is adopting an interim final temporary rule that establishes a means for municipal advisors, as defined in the Dodd-Frank Wall Street Reform and Consumer Protection Act \1\ (""Dodd- Frank Act'), to satisfy temporarily the requirement that they register with the Commission by October 1, 2010. ---------------------------------------------------------------------------"
Temporary Registration of Municipal Advisors,N/A,https://sec.gov/rules/2012/09/temporary-registration-municipal-advisors#34-66020,"The Commission is adopting an interim final temporary rule that establishes a means for municipal advisors, as defined in the Dodd-Frank Wall Street Reform and Consumer Protection Act \1\ (""Dodd- Frank Act'), to satisfy temporarily the requirement that they register with the Commission by October 1, 2010. ---------------------------------------------------------------------------"
Temporary Registration of Municipal Advisors,N/A,https://sec.gov/rules/2012/09/temporary-registration-municipal-advisors#34-62824,"The Commission is adopting an interim final temporary rule that establishes a means for municipal advisors, as defined in the Dodd-Frank Wall Street Reform and Consumer Protection Act \1\ (""Dodd- Frank Act'), to satisfy temporarily the requirement that they register with the Commission by October 1, 2010. ---------------------------------------------------------------------------"
Registration of Municipal Advisors; Temporary Stay of Final Rule,N/A,https://sec.gov/rules/2014/01/registration-municipal-advisors-temporary-stay-final-rule#34-63576,"The Securities and Exchange Commission (""Commission') is staying temporarily Rules 15Ba1-1 through 15Ba1-8 and Rule 15Bc4-1 (""Rules') under the Securities Exchange Act of 1934 and Forms MA, MA- I, MA-W, and MA-NR (""Forms') until July 1, 2014 and making conforming, non-substantive amendments to Rule 15Ba1-8 regarding recordkeeping requirements to conform the dates referenced in certain provisions of that rule to the July 1, 2014 date (the ""Amendment'). The effective date for the Rules and Forms was January 13, 2014. This stay of the Rules and Forms means that persons are not required to comply with the Rules and Forms until July 1, 2014. The Amendment is the only action the Commission is taking in this release with respect to the Rules and Forms. Therefore, the phased-in compliance period that begins on July 1, 2014, for the requirement to use the Forms to register as municipal advisors under the Rules remains unchanged."
Adoption of Updated EDGAR Filer Manual,N/A,https://sec.gov/rules/2012/08/adoption-updated-edgar-filer-manual#33-9353,"The Securities and Exchange Commission (the Commission) is adopting revisions to the Electronic Data Gathering, Analysis, and Retrieval System (EDGAR) Filer Manual and related rules to reflect updates to the EDGAR system. The revisions are being made primarily to support submission of Confidential Registration Statements; require Form ID authentication documents in PDF format; automate LTID generation for Large Trader registrations; support minor updates to Form D; remove superseded XBRL Taxonomies; remove the OMB expiration date from Form TA-1, TA-2, TA-W, 25-NSE; and request of unused funds. The EDGAR system is scheduled to be upgraded to support this functionality on July 2, 2012."
Eliminating the Prohibition Against General Solicitation and General Advertising in Rule 506 and Rule 144A Offerings,N/A,https://sec.gov/rules/2013/07/eliminating-prohibition-against-general-solicitation-and-general-advertising-rule-506#33-9354,"We are adopting amendments to Rule 506 of Regulation D and Rule 144A under the Securities Act of 1933 to implement Section 201(a) of the Jumpstart Our Business Startups Act. The amendment to Rule 506 permits an issuer to engage in general solicitation or general advertising in offering and selling securities pursuant to Rule 506, provided that all purchasers of the securities are accredited investors and the issuer takes reasonable steps to verify that such purchasers are accredited investors. The amendment to Rule 506 also includes a non-exclusive list of methods that issuers may use to satisfy the verification requirement for purchasers who are natural persons. The amendment to Rule 144A provides that securities may be offered pursuant to Rule 144A to persons other than qualified institutional buyers, provided that the securities are sold only to persons that the seller and any person acting on behalf of the seller reasonably believe are qualified institutional buyers. We are also revising Form D to require issuers to indicate whether they are relying on the provision that permits general solicitation or general advertising in a Rule 506 offering. Also today, in a separate release, to implement Section 926 of the Dodd-Frank Wall Street Reform and Consumer Protection Act, we are adopting amendments to Rule 506 to disqualify issuers and other market participants from relying on Rule 506 if ""felons and other `bad actors' ' are participating in the Rule 506 offering. We are also today, in a separate release, publishing for comment a number of proposed amendments to Regulation D, Form D and Rule 156 under the Securities Act that are intended to enhance the Commission's ability to evaluate the development of market practices in Rule 506 offerings and address certain comments made in connection with implementing Section 201(a)(1) of the Jumpstart Our Business Startups Act."
Disclosure of Payments by Resource Extraction Issuers,N/A,https://sec.gov/rules/2012/08/disclosure-payments-resource-extraction-issuers#34-67717,"We are adopting new rules and an amendment to a new form pursuant to Section 1504 of the Dodd-Frank Wall Street Reform and Consumer Protection Act relating to disclosure of payments by resource extraction issuers. Section 1504 added Section 13(q) to the Securities Exchange Act of 1934, which requires the Commission to issue rules requiring resource extraction issuers to include in an annual report information relating to any payment made by the issuer, a subsidiary of the issuer, or an entity under the control of the issuer, to a foreign government or the Federal Government for the purpose of the commercial development of oil, natural gas, or minerals. Section 13(q) requires a resource extraction issuer to provide information about the type and total amount of such payments made for each project related to the commercial development of oil, natural gas, or minerals, and the type and total amount of payments made to each government. In addition, Section 13(q) requires a resource extraction issuer to provide information regarding those payments in an interactive data format."
Disclosure of Payments by Resource Extraction Issuers,N/A,https://sec.gov/rules/2012/08/disclosure-payments-resource-extraction-issuers#34-63549,"We are adopting new rules and an amendment to a new form pursuant to Section 1504 of the Dodd-Frank Wall Street Reform and Consumer Protection Act relating to disclosure of payments by resource extraction issuers. Section 1504 added Section 13(q) to the Securities Exchange Act of 1934, which requires the Commission to issue rules requiring resource extraction issuers to include in an annual report information relating to any payment made by the issuer, a subsidiary of the issuer, or an entity under the control of the issuer, to a foreign government or the Federal Government for the purpose of the commercial development of oil, natural gas, or minerals. Section 13(q) requires a resource extraction issuer to provide information about the type and total amount of such payments made for each project related to the commercial development of oil, natural gas, or minerals, and the type and total amount of payments made to each government. In addition, Section 13(q) requires a resource extraction issuer to provide information regarding those payments in an interactive data format."
Disclosure of Payments by Resource Extraction Issuers,N/A,https://sec.gov/rules/2012/08/disclosure-payments-resource-extraction-issuers#34-63795,"We are adopting new rules and an amendment to a new form pursuant to Section 1504 of the Dodd-Frank Wall Street Reform and Consumer Protection Act relating to disclosure of payments by resource extraction issuers. Section 1504 added Section 13(q) to the Securities Exchange Act of 1934, which requires the Commission to issue rules requiring resource extraction issuers to include in an annual report information relating to any payment made by the issuer, a subsidiary of the issuer, or an entity under the control of the issuer, to a foreign government or the Federal Government for the purpose of the commercial development of oil, natural gas, or minerals. Section 13(q) requires a resource extraction issuer to provide information about the type and total amount of such payments made for each project related to the commercial development of oil, natural gas, or minerals, and the type and total amount of payments made to each government. In addition, Section 13(q) requires a resource extraction issuer to provide information regarding those payments in an interactive data format."
Conflict Minerals,N/A,https://sec.gov/rules/2012/08/conflict-minerals#34-67716,"We are adopting a new form and rule pursuant to Section 1502 of the Dodd-Frank Wall Street Reform and Consumer Protection Act relating to the use of conflict minerals. Section 1502 added Section 13(p) to the Securities Exchange Act of 1934, which requires the Commission to promulgate rules requiring issuers with conflict minerals that are necessary to the functionality or production of a product manufactured by such person to disclose annually whether any of those minerals originated in the Democratic Republic of the Congo or an adjoining country. If an issuer's conflict minerals originated in those countries, Section 13(p) requires the issuer to submit a report to the Commission that includes a description of the measures it took to exercise due diligence on the conflict minerals' source and chain of custody. The measures taken to exercise due diligence must include an independent private sector audit of the report that is conducted in accordance with standards established by the Comptroller General of the United States. Section 13(p) also requires the issuer submitting the report to identify the auditor and to certify the audit. In addition, Section 13(p) requires the report to include a description of the products manufactured or contracted to be manufactured that are not ""DRC conflict free,' the facilities used to process the conflict minerals, the country of origin of the conflict minerals, and the efforts to determine the mine or location of origin. Section 13(p) requires the information disclosed by the issuer to be available to the public on its Internet Web site."
Conflict Minerals,N/A,https://sec.gov/rules/2012/08/conflict-minerals#34-63547,"We are adopting a new form and rule pursuant to Section 1502 of the Dodd-Frank Wall Street Reform and Consumer Protection Act relating to the use of conflict minerals. Section 1502 added Section 13(p) to the Securities Exchange Act of 1934, which requires the Commission to promulgate rules requiring issuers with conflict minerals that are necessary to the functionality or production of a product manufactured by such person to disclose annually whether any of those minerals originated in the Democratic Republic of the Congo or an adjoining country. If an issuer's conflict minerals originated in those countries, Section 13(p) requires the issuer to submit a report to the Commission that includes a description of the measures it took to exercise due diligence on the conflict minerals' source and chain of custody. The measures taken to exercise due diligence must include an independent private sector audit of the report that is conducted in accordance with standards established by the Comptroller General of the United States. Section 13(p) also requires the issuer submitting the report to identify the auditor and to certify the audit. In addition, Section 13(p) requires the report to include a description of the products manufactured or contracted to be manufactured that are not ""DRC conflict free,' the facilities used to process the conflict minerals, the country of origin of the conflict minerals, and the efforts to determine the mine or location of origin. Section 13(p) requires the information disclosed by the issuer to be available to the public on its Internet Web site."
Conflict Minerals,N/A,https://sec.gov/rules/2012/08/conflict-minerals#34-63793,"We are adopting a new form and rule pursuant to Section 1502 of the Dodd-Frank Wall Street Reform and Consumer Protection Act relating to the use of conflict minerals. Section 1502 added Section 13(p) to the Securities Exchange Act of 1934, which requires the Commission to promulgate rules requiring issuers with conflict minerals that are necessary to the functionality or production of a product manufactured by such person to disclose annually whether any of those minerals originated in the Democratic Republic of the Congo or an adjoining country. If an issuer's conflict minerals originated in those countries, Section 13(p) requires the issuer to submit a report to the Commission that includes a description of the measures it took to exercise due diligence on the conflict minerals' source and chain of custody. The measures taken to exercise due diligence must include an independent private sector audit of the report that is conducted in accordance with standards established by the Comptroller General of the United States. Section 13(p) also requires the issuer submitting the report to identify the auditor and to certify the audit. In addition, Section 13(p) requires the report to include a description of the products manufactured or contracted to be manufactured that are not ""DRC conflict free,' the facilities used to process the conflict minerals, the country of origin of the conflict minerals, and the efforts to determine the mine or location of origin. Section 13(p) requires the information disclosed by the issuer to be available to the public on its Internet Web site."
Consolidated Audit Trail,N/A,https://sec.gov/rules/2012/07/consolidated-audit-trail#34-67457,"The Securities and Exchange Commission (""Commission') is adopting Rule 613 under the Securities Exchange Act of 1934 (""Exchange Act' or ""Act') to require national securities exchanges and national securities associations (""self-regulatory organizations' or ""SROs') to submit a national market system (""NMS') plan to create, implement, and maintain a consolidated order tracking system, or consolidated audit trail, with respect to the trading of NMS securities, that would capture customer and order event information for orders in NMS securities, across all markets, from the time of order inception through routing, cancellation, modification, or execution."
